temperature,humidity,wind_speed,pressure,visibility,dew_point,cloud_cover,region,season,weather_condition
36.4,49,6.72,995.7,9.0,30.5,75,North,Summer,Sunny
13.2,79,13.82,1016.4,6.6,9.4,18,East,Monsoon,Stormy
20.3,49,30.45,1025.6,9.8,16.3,31,East,Monsoon,Stormy
27.6,65,38.17,1045.3,1.9,26.0,86,West,Summer,Stormy
35.0,56,14.86,1022.2,5.0,29.3,68,South,Monsoon,Sunny
21.4,61,33.18,1007.9,9.8,15.9,54,North,Autumn,Stormy
19.5,30,7.63,993.2,4.4,17.6,88,South,Winter,Cloudy
9.2,46,32.29,1018.4,7.7,3.8,98,West,Autumn,Cloudy
25.8,38,26.3,998.5,1.3,16.1,55,East,Autumn,Stormy
41.3,74,7.71,1004.9,7.3,34.2,28,West,Monsoon,Stormy
27.2,95,12.1,1021.9,9.4,22.4,83,South,Monsoon,Rainy
24.8,61,5.27,1015.9,4.4,15.6,35,West,Summer,Stormy
27.6,74,15.32,1003.7,1.2,21.8,70,East,Autumn,Stormy
24.9,38,8.15,995.9,1.3,23.5,85,South,Winter,Cloudy
18.5,59,25.76,1015.1,9.0,13.0,81,West,Summer,Cloudy
31.6,67,39.78,1016.4,7.5,29.8,52,East,Summer,Stormy
26.8,89,0.48,1028.0,2.0,19.1,84,West,Summer,Rainy
25.1,30,21.64,988.1,1.5,15.4,85,West,Monsoon,Cloudy
17.2,34,22.95,1014.2,8.2,13.6,38,East,Monsoon,Stormy
35.4,92,36.57,1022.2,8.3,31.1,75,East,Summer,Rainy
30.3,65,20.24,1008.8,2.1,26.1,10,West,Monsoon,Stormy
20.6,94,21.75,997.0,3.7,17.7,75,North,Monsoon,Rainy
33.0,53,18.87,1003.8,8.0,25.1,89,West,Summer,Cloudy
21.0,33,10.76,1013.4,5.7,14.8,29,East,Winter,Stormy
18.7,97,2.24,1008.1,9.6,18.1,78,North,Winter,Rainy
18.9,54,16.35,1016.0,5.3,10.5,71,East,Monsoon,Stormy
10.8,36,2.1,1025.8,7.1,8.9,52,West,Winter,Stormy
28.8,42,22.02,1009.0,5.6,19.0,81,South,Winter,Cloudy
10.4,97,12.29,1025.2,9.5,6.6,73,East,Monsoon,Rainy
15.2,72,21.34,1011.8,4.6,9.0,7,East,Winter,Stormy
8.4,86,5.37,1016.4,3.1,7.6,98,South,Monsoon,Rainy
24.3,65,37.31,1011.8,3.9,20.9,19,East,Autumn,Stormy
23.8,43,35.78,1016.6,8.7,15.8,11,East,Summer,Stormy
22.4,56,7.6,1018.4,5.5,17.6,66,East,Winter,Stormy
16.7,66,13.74,1019.4,4.2,7.7,83,South,Summer,Stormy
15.6,54,24.54,1013.0,5.9,9.8,49,West,Summer,Stormy
28.7,96,3.83,979.7,2.2,19.4,11,East,Monsoon,Stormy
20.6,33,14.18,1019.0,1.0,10.8,53,North,Winter,Stormy
27.5,45,10.04,993.3,3.5,23.0,87,West,Winter,Cloudy
17.9,48,36.62,1006.9,6.4,12.2,79,West,Autumn,Stormy
26.4,58,34.1,989.1,7.4,18.1,53,North,Winter,Stormy
35.4,80,23.19,1030.0,8.4,33.2,73,North,Winter,Stormy
29.7,47,20.81,1017.2,9.3,21.1,18,North,Monsoon,Stormy
21.7,87,37.23,1009.7,4.7,15.8,13,South,Summer,Stormy
27.1,73,37.3,1027.2,7.7,19.8,51,East,Autumn,Stormy
23.1,45,38.77,1018.3,1.7,22.3,77,West,Winter,Stormy
25.1,94,5.02,1014.2,1.5,17.4,21,North,Winter,Stormy
22.4,31,6.42,1017.0,2.1,19.3,3,East,Autumn,Stormy
23.7,85,27.07,1009.2,5.0,15.6,58,East,Monsoon,Stormy
26.7,57,21.66,1000.6,2.9,21.6,33,South,Winter,Stormy
17.1,94,0.74,1022.6,3.6,14.4,63,West,Winter,Stormy
16.9,34,2.48,1012.3,6.8,7.4,17,East,Autumn,Stormy
13.9,51,35.52,995.4,4.2,6.2,97,North,Summer,Cloudy
12.2,42,34.75,1018.1,6.0,2.3,81,North,Winter,Cloudy
15.3,94,14.29,1013.4,4.7,11.7,30,South,Winter,Stormy
26.3,45,35.64,1030.0,2.5,19.8,83,North,Summer,Cloudy
17.9,93,23.75,1015.7,1.7,11.8,99,North,Winter,Rainy
29.1,61,32.24,1001.2,3.1,22.2,41,South,Summer,Stormy
25.3,80,17.1,995.1,1.5,24.9,73,South,Monsoon,Stormy
9.3,87,4.54,1025.6,6.6,6.4,2,North,Summer,Stormy
30.2,75,17.35,1012.4,8.2,21.1,84,West,Summer,Stormy
31.5,81,18.29,1004.3,4.1,27.3,99,West,Winter,Rainy
17.0,92,22.04,1005.8,4.5,7.4,54,South,Winter,Stormy
28.4,89,4.22,1026.0,8.3,26.3,9,West,Autumn,Stormy
18.1,94,39.66,1017.7,3.0,8.1,70,West,Winter,Stormy
25.8,84,9.77,1024.0,2.1,18.8,21,West,Winter,Stormy
14.9,86,7.94,1015.5,5.5,7.1,22,South,Summer,Stormy
10.7,55,21.07,1004.6,6.8,6.7,75,West,Monsoon,Stormy
21.9,41,21.49,1030.9,6.4,12.8,12,North,Winter,Stormy
24.0,75,17.59,1009.1,7.4,18.5,39,North,Summer,Stormy
21.8,76,30.88,1021.0,1.5,15.0,12,South,Autumn,Stormy
15.5,67,20.67,1023.8,4.9,14.6,96,West,Autumn,Stormy
21.8,50,24.39,1013.1,3.1,15.5,94,East,Monsoon,Cloudy
27.2,43,28.95,1001.9,7.8,18.4,50,East,Monsoon,Stormy
24.6,31,1.0,1006.2,8.9,22.8,63,North,Monsoon,Stormy
26.5,99,22.83,1019.8,3.5,19.1,91,North,Summer,Rainy
19.6,62,35.37,1018.3,1.9,19.3,82,East,Winter,Stormy
34.4,35,0.7,1026.0,3.3,25.1,84,South,Summer,Cloudy
15.6,66,16.21,1024.4,1.9,5.8,95,West,Autumn,Stormy
28.9,43,37.05,1003.5,3.9,25.4,89,East,Autumn,Cloudy
34.5,66,14.13,1027.4,5.8,33.4,12,West,Winter,Stormy
28.8,37,18.35,1002.7,9.8,22.2,28,East,Monsoon,Stormy
23.4,42,39.26,1018.9,4.6,23.1,70,North,Autumn,Stormy
20.8,69,7.97,1037.2,3.0,16.0,46,West,Monsoon,Stormy
33.3,87,2.61,1016.1,2.5,30.6,25,South,Summer,Stormy
13.6,47,34.38,995.2,2.6,8.9,69,West,Monsoon,Stormy
17.2,86,34.74,1009.7,2.7,17.0,95,West,Summer,Rainy
21.8,67,18.88,1034.7,7.9,21.3,99,East,Winter,Stormy
34.9,61,20.57,1010.9,1.5,34.7,22,South,Monsoon,Stormy
28.0,95,33.43,1026.3,10.0,21.8,74,North,Winter,Rainy
17.3,54,29.54,1003.4,5.7,11.7,55,West,Monsoon,Stormy
22.5,87,10.61,1009.4,5.9,20.2,84,West,Autumn,Rainy
20.1,62,0.68,1010.8,4.2,13.6,18,East,Winter,Stormy
19.3,95,19.19,1032.5,7.2,10.5,97,North,Monsoon,Rainy
32.8,59,34.36,1009.9,5.2,30.0,49,East,Winter,Sunny
14.0,63,35.83,994.1,4.0,5.7,34,South,Monsoon,Stormy
37.9,98,38.25,1036.8,3.4,31.3,48,North,Summer,Stormy
31.6,77,35.18,1015.3,9.3,31.3,94,South,Winter,Stormy
33.7,69,23.2,1019.5,3.6,29.9,45,East,Autumn,Stormy
21.3,80,17.78,996.9,4.9,16.2,92,North,Winter,Stormy
23.8,42,30.99,1015.6,4.2,16.5,69,South,Summer,Stormy
13.5,60,29.59,1013.2,1.8,10.6,99,South,Summer,Stormy
20.8,68,21.53,1003.3,2.7,11.0,52,East,Autumn,Stormy
28.9,92,3.49,1019.7,2.7,22.1,30,North,Summer,Stormy
35.4,77,37.04,995.9,7.2,31.7,95,South,Autumn,Stormy
16.1,77,18.22,1003.3,4.7,15.1,83,West,Monsoon,Stormy
22.1,90,14.53,1025.1,8.0,20.3,21,North,Summer,Stormy
23.8,41,25.18,1005.7,7.4,18.9,66,North,Monsoon,Stormy
13.8,85,26.95,1008.1,2.7,8.9,7,West,Monsoon,Stormy
29.7,47,8.43,1013.9,6.1,22.0,18,North,Summer,Stormy
19.2,56,33.48,1009.3,7.7,11.9,30,North,Autumn,Stormy
23.4,57,11.6,1019.9,6.7,21.4,31,West,Autumn,Stormy
21.4,81,7.47,1014.8,6.4,15.5,78,East,Autumn,Rainy
18.7,45,16.26,997.9,7.7,18.5,54,South,Summer,Stormy
24.9,87,29.22,1005.7,1.5,20.9,30,West,Monsoon,Stormy
23.3,38,38.62,1004.6,7.6,15.7,66,North,Winter,Stormy
22.0,55,32.37,1008.4,3.5,18.0,50,South,Winter,Stormy
19.2,57,37.61,1014.1,6.1,10.8,95,South,Summer,Cloudy
27.6,65,5.62,1016.1,3.2,17.8,73,South,Winter,Stormy
38.2,38,2.85,989.3,8.5,32.1,91,East,Monsoon,Cloudy
26.1,76,22.31,1023.3,5.3,24.6,26,North,Winter,Stormy
33.0,80,11.61,1012.1,6.8,29.2,47,North,Autumn,Stormy
13.9,86,33.12,1001.8,8.1,13.8,42,South,Monsoon,Stormy
26.3,61,26.88,1022.5,9.1,20.3,94,South,Summer,Stormy
16.2,96,38.83,991.9,7.6,8.0,50,East,Summer,Stormy
13.2,86,10.19,997.2,2.3,6.9,97,East,Autumn,Rainy
19.1,83,19.43,1034.3,8.7,11.2,68,South,Winter,Stormy
34.5,45,20.05,1014.5,6.6,26.5,74,North,Summer,Sunny
32.6,91,9.57,1005.6,6.5,24.1,70,West,Summer,Stormy
26.9,85,23.6,1014.1,9.3,24.2,71,East,Monsoon,Rainy
12.7,52,17.73,1011.2,3.2,4.0,80,North,Monsoon,Stormy
23.4,46,17.87,1013.4,3.2,16.9,49,East,Monsoon,Stormy
27.4,67,14.51,1017.9,5.6,24.5,60,North,Monsoon,Stormy
26.4,59,0.68,1011.0,7.8,16.5,40,South,Summer,Stormy
10.2,87,20.88,1016.5,5.0,0.7,50,East,Monsoon,Stormy
17.9,51,13.41,1011.4,6.7,12.2,77,West,Autumn,Stormy
24.5,46,0.05,1004.8,5.1,16.1,23,South,Autumn,Stormy
29.3,44,12.32,1001.9,6.5,26.7,29,East,Monsoon,Stormy
7.4,77,11.15,1026.2,8.4,3.2,51,South,Monsoon,Stormy
23.7,61,15.74,1019.5,2.6,21.9,49,West,Winter,Stormy
26.1,69,5.27,1023.4,7.3,20.9,56,East,Monsoon,Stormy
31.8,86,20.31,1013.0,8.1,26.8,61,East,Summer,Stormy
30.5,87,27.7,1015.3,5.0,28.4,78,East,Autumn,Rainy
29.7,45,25.21,1011.2,3.9,23.0,52,North,Autumn,Stormy
18.6,57,32.15,1024.6,1.1,17.4,67,North,Summer,Stormy
9.7,30,18.08,1009.6,8.2,9.1,76,East,Monsoon,Stormy
21.9,70,20.76,1003.2,4.0,18.1,68,South,Winter,Stormy
33.0,77,32.42,1018.2,4.2,28.9,30,South,Autumn,Stormy
36.1,60,17.11,1011.5,4.0,32.9,75,East,Winter,Stormy
30.7,65,28.06,1015.5,5.5,28.1,29,West,Autumn,Stormy
28.4,62,17.38,1020.1,7.3,25.0,9,West,Winter,Stormy
28.0,62,16.71,1007.2,7.9,26.4,93,West,Autumn,Stormy
20.6,52,30.41,1010.8,4.5,16.6,89,North,Winter,Cloudy
24.0,89,6.99,1009.9,7.0,15.0,43,North,Monsoon,Stormy
38.4,59,13.54,1025.9,7.5,36.2,5,North,Monsoon,Sunny
17.5,74,8.97,1013.1,3.7,10.7,26,North,Summer,Stormy
37.9,68,14.36,1014.6,1.9,36.5,19,South,Summer,Stormy
22.4,74,9.21,1001.4,9.1,18.9,91,East,Winter,Stormy
35.6,41,23.18,1020.3,7.1,32.4,19,East,Winter,Sunny
13.7,61,31.93,1017.3,6.8,4.3,11,East,Autumn,Stormy
29.7,85,31.46,1004.6,1.5,25.4,84,South,Summer,Rainy
19.1,53,14.58,1032.2,8.4,12.2,93,West,Summer,Cloudy
13.7,42,39.55,1016.4,6.1,7.7,48,West,Autumn,Stormy
26.7,49,23.75,1006.8,8.6,25.3,51,North,Winter,Stormy
33.1,85,15.98,1013.0,9.8,23.7,9,North,Summer,Stormy
18.2,82,33.42,1009.3,9.6,14.7,4,South,Winter,Stormy
13.0,97,29.19,1028.4,8.7,12.6,63,South,Monsoon,Stormy
24.3,83,29.97,1022.3,1.1,21.3,57,West,Winter,Stormy
24.3,63,7.85,1017.5,9.0,20.9,7,East,Monsoon,Stormy
29.4,57,18.73,1030.2,1.7,28.5,29,East,Monsoon,Stormy
32.6,79,34.47,1002.6,8.7,26.4,16,South,Autumn,Stormy
24.5,31,20.16,1020.8,3.5,21.0,66,South,Autumn,Stormy
39.8,55,27.34,1018.5,6.5,33.5,20,South,Monsoon,Sunny
26.8,80,23.52,1010.7,1.3,26.7,15,North,Autumn,Stormy
22.2,76,33.69,1010.7,7.9,12.4,95,East,Summer,Stormy
12.1,55,11.38,1022.2,2.0,10.4,26,South,Summer,Stormy
22.9,90,23.02,1021.5,4.7,16.3,5,South,Winter,Stormy
22.3,52,4.93,998.8,8.4,15.1,41,North,Monsoon,Stormy
32.7,66,27.61,1031.2,7.3,31.0,15,South,Winter,Stormy
28.7,70,29.28,1024.4,1.1,27.6,44,East,Monsoon,Stormy
15.6,81,1.71,1010.2,4.6,14.1,2,North,Monsoon,Stormy
26.4,78,27.03,1005.1,1.4,23.9,39,South,Winter,Stormy
30.4,56,16.59,1024.1,7.1,28.7,19,East,Winter,Stormy
37.2,35,4.96,1018.0,9.7,30.5,6,East,Winter,Sunny
32.1,95,16.8,1020.2,6.9,27.9,58,North,Winter,Stormy
31.1,53,7.77,1018.7,3.0,25.7,10,East,Summer,Stormy
25.5,67,16.62,1025.1,4.2,25.0,92,North,Monsoon,Stormy
28.1,57,15.37,1021.6,9.8,19.5,51,East,Autumn,Stormy
35.0,57,29.54,1007.7,3.0,33.3,2,South,Monsoon,Sunny
14.3,95,30.97,1007.1,6.1,10.7,20,North,Summer,Stormy
22.2,90,24.28,1016.6,4.6,21.5,52,East,Monsoon,Stormy
18.8,75,0.91,1035.9,7.9,17.4,95,North,Summer,Stormy
28.0,98,37.24,1011.5,8.8,21.3,29,East,Monsoon,Stormy
34.8,72,27.45,1016.6,4.1,27.9,10,North,Summer,Stormy
20.2,88,1.37,1021.9,6.9,13.4,80,South,Autumn,Rainy
5.9,31,32.75,1008.8,5.9,0.4,24,North,Autumn,Stormy
21.7,44,8.01,1021.0,3.5,12.2,49,North,Autumn,Stormy
32.3,66,23.17,1013.1,3.4,27.2,88,South,Autumn,Stormy
29.3,49,18.67,1025.5,5.8,24.8,8,East,Summer,Stormy
28.4,64,16.79,1003.6,2.4,25.9,44,West,Monsoon,Stormy
22.8,63,35.59,1036.1,8.3,21.8,28,South,Autumn,Stormy
14.8,60,17.49,1009.9,1.6,9.3,61,North,Autumn,Stormy
29.1,48,3.01,1018.2,1.9,26.0,14,South,Monsoon,Stormy
18.3,97,37.87,1013.0,4.1,13.1,18,South,Monsoon,Stormy
42.5,53,36.82,1002.2,2.1,40.4,14,North,Winter,Sunny
29.6,68,27.38,1021.3,5.3,21.2,38,North,Monsoon,Stormy
20.4,83,18.72,1010.4,4.6,10.4,34,West,Monsoon,Stormy
20.1,68,3.71,1018.3,7.5,16.9,12,South,Monsoon,Stormy
24.3,46,31.63,1004.9,9.6,15.9,15,North,Winter,Stormy
23.1,48,3.02,1010.4,7.8,14.4,66,East,Monsoon,Stormy
33.9,77,2.74,1010.1,2.6,23.9,94,East,Summer,Stormy
26.5,64,21.5,1018.5,9.4,23.1,54,East,Autumn,Stormy
19.1,61,6.41,1016.1,4.5,11.5,64,East,Summer,Stormy
40.1,76,0.31,1011.2,5.3,37.8,34,South,Winter,Stormy
25.4,76,16.92,1009.3,4.8,19.2,15,South,Winter,Stormy
31.2,93,5.49,1016.1,3.5,24.2,0,West,Winter,Stormy
20.1,75,6.42,1015.0,9.1,12.7,49,South,Winter,Stormy
27.9,64,3.08,1014.3,4.0,25.8,13,North,Winter,Stormy
27.5,46,8.2,1032.7,6.2,19.0,61,West,Autumn,Stormy
9.9,71,28.62,1018.5,3.2,5.7,6,South,Monsoon,Stormy
41.1,58,32.36,1032.2,8.2,38.9,22,South,Summer,Sunny
35.3,99,18.1,1012.3,8.0,29.9,98,North,Summer,Rainy
21.8,46,20.26,1012.5,3.7,13.2,62,North,Monsoon,Stormy
16.2,43,1.31,1007.9,7.1,6.5,28,North,Winter,Stormy
27.8,53,2.77,1016.0,7.3,20.3,21,East,Monsoon,Stormy
25.7,86,10.3,1009.7,6.1,25.6,79,South,Winter,Rainy
27.8,79,21.76,1008.3,6.4,26.5,92,South,Autumn,Stormy
26.5,86,29.58,994.0,6.2,25.7,5,South,Summer,Stormy
29.0,90,24.2,1027.7,1.7,28.0,81,West,Summer,Rainy
36.6,68,15.69,1009.2,7.0,32.8,28,West,Autumn,Stormy
29.5,84,4.73,1027.7,5.2,26.1,88,West,Autumn,Rainy
16.6,65,31.23,1012.0,4.9,15.5,1,West,Winter,Stormy
35.9,66,14.55,1019.4,8.7,27.1,63,West,Monsoon,Stormy
38.1,43,29.44,1013.7,1.2,31.9,95,North,Winter,Cloudy
50.2,56,20.52,1017.1,3.3,42.2,35,West,Winter,Sunny
16.0,60,29.55,1002.9,2.1,12.3,95,South,Summer,Stormy
26.9,73,36.29,1024.8,1.3,22.8,19,East,Winter,Stormy
8.3,97,36.84,1009.3,3.5,5.1,54,South,Monsoon,Stormy
29.4,77,21.4,1022.3,9.9,25.0,36,South,Winter,Stormy
20.6,86,20.46,998.4,3.4,14.5,96,North,Summer,Rainy
40.4,51,10.63,1005.5,7.0,35.5,51,East,Monsoon,Sunny
18.8,33,37.43,1016.7,2.1,10.4,68,South,Monsoon,Stormy
11.5,75,18.32,1011.4,6.4,2.5,69,North,Summer,Stormy
21.2,88,5.1,1017.6,9.9,16.5,21,East,Summer,Stormy
9.2,63,17.31,1015.1,3.6,6.8,84,East,Winter,Stormy
31.0,40,5.08,1031.3,8.6,21.5,82,North,Summer,Cloudy
8.5,60,20.1,1018.4,10.0,1.1,14,West,Autumn,Stormy
25.2,40,22.45,1008.7,6.3,18.8,97,North,Summer,Cloudy
8.4,85,13.51,1009.1,3.8,0.9,46,North,Autumn,Stormy
22.4,67,2.87,1025.0,7.1,21.6,70,West,Summer,Stormy
38.1,50,37.74,997.7,8.6,37.4,80,North,Autumn,Sunny
27.9,39,30.93,1018.6,2.5,26.4,68,North,Autumn,Stormy
18.1,55,33.56,1001.8,5.1,16.6,51,North,Summer,Stormy
24.8,37,14.67,1024.1,3.9,20.6,38,South,Monsoon,Stormy
25.1,37,30.43,1008.7,3.6,23.5,1,North,Monsoon,Stormy
28.8,89,19.41,1018.3,8.7,20.3,90,North,Autumn,Rainy
14.1,63,8.04,1013.4,4.8,8.3,44,East,Monsoon,Stormy
29.7,45,4.98,999.1,4.1,26.0,23,East,Summer,Stormy
3.4,42,13.8,1019.4,6.4,2.7,60,East,Autumn,Stormy
20.0,51,5.5,1005.8,3.0,14.1,91,North,Winter,Cloudy
21.1,56,39.93,1021.0,3.1,19.9,64,West,Autumn,Stormy
30.1,93,1.97,1003.0,5.7,22.7,52,North,Winter,Stormy
25.2,31,17.65,1015.4,4.7,17.2,20,South,Winter,Stormy
13.8,55,18.08,1013.4,3.7,8.4,91,South,Autumn,Cloudy
17.1,98,12.03,1007.0,1.5,15.6,66,South,Winter,Stormy
26.6,59,22.85,1026.8,5.7,18.7,93,South,Monsoon,Cloudy
24.4,37,6.0,1013.3,8.3,21.3,0,North,Winter,Stormy
20.4,67,31.36,1008.8,8.7,18.2,58,East,Monsoon,Stormy
21.2,90,13.3,1016.0,3.1,16.5,46,North,Autumn,Stormy
30.6,94,23.65,998.4,6.4,21.4,17,North,Winter,Stormy
20.9,96,28.63,1037.5,8.7,17.9,32,North,Winter,Stormy
24.3,75,35.56,1002.1,4.7,15.2,14,North,Monsoon,Stormy
42.4,72,33.43,1018.5,9.4,41.9,23,West,Monsoon,Stormy
13.6,88,24.33,1013.6,9.1,12.8,35,East,Autumn,Stormy
10.2,75,15.54,1024.8,2.9,3.2,59,East,Autumn,Stormy
31.3,64,20.13,1014.8,3.3,29.4,33,South,Winter,Stormy
19.6,68,30.75,1006.6,2.6,16.4,89,North,Summer,Stormy
22.5,80,35.1,994.4,2.8,21.1,50,South,Winter,Stormy
18.8,33,4.15,995.2,9.2,15.5,39,East,Winter,Stormy
22.9,80,15.39,1010.6,9.4,20.1,21,East,Autumn,Stormy
37.8,34,31.04,1026.7,1.5,30.4,15,South,Autumn,Sunny
31.4,84,17.27,996.3,6.3,24.4,41,East,Winter,Stormy
31.9,49,13.29,1031.5,6.1,22.4,15,East,Monsoon,Stormy
13.7,53,16.45,1023.9,4.5,6.5,4,West,Autumn,Stormy
15.8,65,24.11,999.5,6.7,8.9,5,North,Winter,Stormy
2.3,63,39.99,1002.1,9.5,-4.6,41,North,Summer,Stormy
18.5,83,19.72,1003.2,2.5,9.7,87,East,Winter,Rainy
32.7,63,8.34,1016.0,2.1,29.7,29,East,Summer,Stormy
29.1,46,6.51,1012.4,1.3,26.1,31,West,Summer,Stormy
23.2,34,1.69,1012.1,4.3,15.8,52,South,Summer,Stormy
24.8,47,22.35,1008.0,4.0,22.5,18,West,Winter,Stormy
19.5,84,21.78,1014.8,4.9,10.4,50,West,Autumn,Stormy
26.6,82,8.21,1021.4,5.5,21.3,27,South,Monsoon,Stormy
31.1,79,27.81,1011.7,7.8,28.1,46,East,Monsoon,Stormy
12.1,74,29.64,1006.4,4.5,4.3,71,North,Winter,Stormy
27.4,42,10.36,1022.9,4.0,24.3,0,West,Winter,Stormy
32.5,45,13.76,1010.8,8.4,22.9,67,West,Summer,Sunny
21.7,42,39.62,1018.5,8.6,11.9,56,North,Autumn,Stormy
30.6,49,14.97,1012.0,3.1,23.9,21,West,Winter,Stormy
47.5,95,30.43,1023.9,3.8,46.4,85,South,Monsoon,Rainy
24.2,76,18.11,1025.3,8.4,21.6,93,North,Winter,Stormy
28.1,48,31.73,1025.0,1.7,22.9,57,North,Autumn,Stormy
19.1,74,30.76,1007.5,3.9,10.6,90,South,Autumn,Stormy
26.5,66,26.71,1007.4,5.0,24.7,90,South,Winter,Stormy
28.7,83,34.19,1021.7,2.7,27.7,12,North,Winter,Stormy
26.6,35,37.57,1012.4,2.6,25.9,38,South,Autumn,Stormy
16.8,43,23.2,1012.7,4.8,11.7,26,West,Autumn,Stormy
26.7,33,9.5,1006.1,7.8,17.9,38,East,Summer,Stormy
36.7,84,15.95,1027.1,8.6,36.3,71,West,Winter,Rainy
28.6,63,30.33,1023.4,9.8,26.5,11,South,Winter,Stormy
32.7,56,26.04,1011.8,1.7,25.8,23,West,Winter,Sunny
23.1,36,7.11,1006.5,3.0,14.8,17,East,Monsoon,Stormy
31.0,32,2.05,1006.1,7.8,22.9,14,East,Summer,Stormy
27.2,76,27.32,1014.3,5.9,19.3,59,East,Autumn,Stormy
17.4,31,10.04,1016.9,3.9,16.1,15,South,Summer,Stormy
27.5,54,19.99,1004.4,2.9,23.5,96,South,Monsoon,Cloudy
17.1,89,29.87,1000.6,3.5,7.3,73,South,Summer,Rainy
19.9,53,22.51,1013.8,4.9,10.0,46,East,Monsoon,Stormy
26.5,44,3.33,1021.6,2.6,20.5,23,South,Summer,Stormy
27.4,43,7.42,1013.7,9.7,20.3,44,North,Summer,Stormy
15.5,83,8.77,1010.5,2.0,6.0,18,West,Summer,Stormy
33.4,35,10.31,1001.7,9.9,28.9,90,West,Winter,Cloudy
29.6,47,22.62,1006.7,8.6,28.2,40,North,Autumn,Stormy
19.4,49,20.16,1021.8,4.8,12.7,30,South,Summer,Stormy
12.7,91,8.13,1000.5,7.7,3.1,84,West,Winter,Rainy
23.8,69,2.7,1030.7,7.0,16.8,15,East,Winter,Stormy
21.4,68,6.86,1013.9,2.9,13.4,22,West,Winter,Stormy
25.9,81,39.38,997.1,4.1,21.7,77,West,Monsoon,Rainy
22.1,61,18.74,1018.0,5.6,21.1,22,West,Summer,Stormy
8.9,56,34.69,1017.5,6.7,7.2,40,South,Autumn,Stormy
21.9,81,33.95,1008.6,5.9,12.1,17,North,Summer,Stormy
22.6,92,20.46,1022.4,5.3,17.7,35,West,Summer,Stormy
30.1,92,28.27,1006.8,5.0,30.0,11,East,Autumn,Stormy
19.4,46,7.71,1019.3,5.5,9.8,74,West,Winter,Stormy
38.4,78,27.54,1012.7,4.9,33.4,68,South,Summer,Stormy
9.7,52,10.9,1010.2,5.9,1.3,50,South,Winter,Stormy
35.5,42,33.28,1026.4,9.0,30.0,84,East,Winter,Cloudy
23.2,52,3.35,1022.8,6.7,22.2,31,West,Winter,Stormy
31.9,86,30.93,1001.9,7.5,25.7,92,West,Autumn,Rainy
25.6,91,4.0,1016.8,6.4,15.6,70,East,Winter,Stormy
34.1,83,35.25,1031.9,6.8,33.8,35,North,Summer,Stormy
21.9,49,12.17,1026.7,6.2,13.5,39,South,Winter,Stormy
16.2,81,26.18,1003.9,1.2,13.8,90,North,Monsoon,Rainy
36.4,52,19.5,1029.0,10.0,32.5,69,North,Monsoon,Sunny
24.1,64,14.65,1022.3,1.3,20.4,37,West,Monsoon,Stormy
26.8,96,25.82,1002.5,4.6,17.8,53,East,Winter,Stormy
34.9,63,37.9,1015.1,1.9,29.9,3,South,Summer,Stormy
16.7,62,1.65,1017.8,1.9,12.2,45,North,Summer,Stormy
29.8,75,36.75,1002.2,8.1,21.6,62,North,Winter,Stormy
20.3,74,24.36,1020.1,4.8,19.8,98,West,Winter,Stormy
23.9,48,32.29,1037.3,8.2,23.0,73,West,Autumn,Stormy
25.6,44,15.35,1026.7,3.5,25.4,49,West,Winter,Stormy
13.0,95,18.87,1014.6,3.3,6.1,29,East,Monsoon,Stormy
18.8,68,34.75,1010.2,3.3,13.5,72,South,Autumn,Stormy
35.8,47,16.59,1016.3,6.5,27.0,15,South,Autumn,Sunny
32.1,99,21.39,1003.2,8.3,27.1,51,West,Winter,Stormy
24.5,88,0.81,1008.2,5.1,22.3,3,North,Winter,Stormy
26.9,61,6.34,993.4,4.4,18.8,25,West,Autumn,Stormy
22.6,50,25.67,1017.3,9.8,19.7,28,West,Autumn,Stormy
35.9,69,28.68,1009.6,2.1,26.5,91,East,Autumn,Stormy
23.4,56,23.3,1019.2,5.4,20.9,10,West,Autumn,Stormy
26.9,31,5.73,1014.2,4.7,25.2,91,South,Autumn,Cloudy
34.2,68,17.82,1002.9,1.9,29.3,95,West,Summer,Stormy
18.8,85,14.2,1015.0,3.4,18.3,23,South,Autumn,Stormy
37.5,42,19.83,1005.9,1.3,37.1,50,North,Autumn,Sunny
12.8,85,34.81,1029.6,8.9,7.8,41,South,Summer,Stormy
38.0,95,31.03,1004.6,6.5,35.8,38,South,Monsoon,Stormy
22.0,85,3.36,1008.3,8.3,21.9,6,West,Monsoon,Stormy
23.1,57,35.61,1002.9,5.7,20.1,17,South,Monsoon,Stormy
9.9,93,18.87,1002.0,6.4,5.1,2,South,Monsoon,Stormy
21.4,93,29.75,1013.3,7.3,17.5,62,North,Winter,Stormy
16.7,85,5.6,1000.5,9.2,15.3,19,South,Winter,Stormy
20.1,70,26.83,1011.1,1.8,14.3,97,South,Autumn,Stormy
23.9,70,9.45,1017.3,4.0,16.8,93,West,Autumn,Stormy
32.7,33,17.54,1008.8,7.4,25.9,72,East,Monsoon,Sunny
26.7,86,0.67,991.0,9.6,22.8,73,West,Monsoon,Rainy
27.5,59,6.06,1026.3,9.8,26.1,69,North,Summer,Stormy
16.2,75,3.68,1015.7,6.7,11.2,16,West,Summer,Stormy
18.0,85,9.59,1015.8,2.7,9.1,78,South,Summer,Rainy
39.4,60,4.0,1010.7,2.1,34.7,96,East,Monsoon,Stormy
